status_id,status_giver_name,status_giver_id,status_message,link_name,status_type,status_link,status_published,num_reactions,reaction_giver_idnum_comments,comment_giver_id,num_shares
172177269650835_720482551486968,Md. Khalilur Rahman,209452186179841,"জাতীয় শুদ্ধাচার কৌশল এর অংশ হিসেবে জেলা প্রশাসকের কার্যালয়, ময়মনসিংহে  এ ডিজিটাল হাজিরা পদ্ধতির চালু করা হয়।  একই সাথে  জেলা প্রশাসন, ময়মনসিংহের সকল কর্মকর্তা-কর্মচারীদের মাঝে স্মার্ট পরিচয়পত্র প্রদান করা হয়।",Photos from Md. Khalilur Rahman's post,photo,https://www.facebook.com/photo.php?fbid=309066239551768&set=gm.720482551486968&type=3,2017-06-23 12:38:33,60,"['786786564825605', '286511621823202', '1603305663014116', '1187607321288436', '10213551584453148', '1823700201292706', '1913939001965999', '731453383704615', '10213892193925556', '459927297699736', '492659611068932', '855815997904750', '1266357376757397', '10211764097725070', '1433452740067114', '1294928797224655', '1027794787357805', '478055465880184', '685754434926361', '1859586234364626', '1453743831373368', '1394064143961126', '671106086414491', '1870301306541863', '10210288429300934', '1963089673975010', '1943190185953085', '1803409766598774', '1372256986179029', '1017622711715173', '440591289662128', '10211106678132223', '10210095097566790', '2005659466334595', '1409976109081050', '1164031697006495', '347069315724155', '1673992595959738', '797735933734506', '10209199769609790', '1183754858344696', '709065245948459', '460923224300611', '1128254540624449', '1009990615807312', '242299532948150', '868765696599493', '1313410128711247', '1036165846488252', '349894858773345', '1803367116583227', '10207395078915502', '456389011407867', '276833379465300', '1382516551783227', '1321511197900120', '1240833365974220', '10213595075901139', '700112006842149']",3,"['804631063050961', '460923224300611', '282439345565352']",0
172177269650835_720880484780508,Mahabubul Haque Shajol,1909726269302766,"ঈদযাত্রা নির্বিঘ্ন করতে সরকারের পক্ষ থেকে নানামুখী পদক্ষেপ নেওয়া হচ্ছে। বিভিন্ন মন্ত্রনালয় এবং সংস্থার সমন্বয়ে দিনরাত অক্লান্ত প্রচেষ্টা চালানো হলেও, কিছু কিছু দুর্নীতিবাজ কর্মচারীর কারনে তা ব্যর্থতায় পর্যবসিত হচ্ছে। দৌলতদিয়া - পাটুরিয়া নৌরুটে ছোট আকারের লঞ্চগুলোতে ধারণক্ষমতার অতিরিক্ত ৫-৬ গুন যাত্রী জোর করে ওঠানো হচ্ছে। সবচেয়ে দুঃখজনক ব্যাপার,  এ কাজে নৌ মালিক বা শ্রমিকপক্ষ নয়;  স্বয়ং আনসার, পুলিশ এবং BIWTA এর   কর্মকর্তা  ( assistant director- পরিচয়দানকারী)  এর প্রত্যক্ষ  তত্ত্বাবধানে চলছে। প্রতিবাদ করলেও তারা তাদের ক্ষমতার কথা জানান দেন। এভাবে চলতে থাকলে যে কোন সময় বড় ধরনের দুর্ঘটনা ঘটে যেতে পারে। সরকারের সর্বস্তরের পরিশ্রম ভেস্তে যেতে পারে এক নিমিষেই। এ ব্যাপারে যথাযথ দ্রুততার সাথে পদক্ষেপ নেওয়ার জন্য সংশ্লিষ্ট কতৃপক্ষের দৃষ্টি আকর্ষন করছি।",,status,,2017-06-23 12:35:44,28,"['286511621823202', '142829839634487', '1187607321288436', '731453383704615', '855815997904750', '272132546598877', '1960425764234691', '1433452740067114', '10213753642657758', '469665873409292', '10210288429300934', '10208334325950324', '1266697966780711', '440591289662128', '10210095097566790', '1409976109081050', '1455884781199182', '1820411398214849', '157796148092796', '1313410128711247', '1394091817270044', '1382516551783227', '10207395078915502', '1693501787357537', '1239714446082317', '10208718002419646', '1799508900309174']",1,['157796148092796'],0
172177269650835_720653604803196,উপজেলা নির্বাহী অফিসার বাগাতিপাড়া,1845002449148656,,সংবাদ প্রকাশের পর বাগাতিপাড়ার মেধাবী সজনী পেল ল্যাপটপ | Silkcity News,link,http://silkcitynews.com/116424,2017-06-23 12:37:03,22,"['328621150923799', '286511621823202', '142829839634487', '1823700201292706', '731453383704615', '1433452740067114', '1294928797224655', '1448235451897622', '460948560932416', '262346480901495', '10211291362501261', '1173539829381463', '1498415290219687', '1768415670041755', '10211106678132223', '797735933734506', '451301131906299', '1313410128711247', '10212058052959082', '1382516551783227', '1321511197900120', '1216924138393352']",1,['1216924138393352'],3
172177269650835_720867638115126,Ajoy Kumar Saha,376208269390934,,,status,,2017-06-23 12:35:59,27,"['231752980595262', '286511621823202', '731453383704615', '1858389917812427', '444047099304086', '428106620898003', '855815997904750', '1394064143961126', '1166274126781635', '1173476006066858', '1433452740067114', '857392704402735', '262346480901495', '1870301306541863', '1869977059996186', '1447336315326227', '10210288429300934', '1943190185953085', '685754434926361', '1498415290219687', '1768415670041755', '440591289662128', '10211106678132223', '361702454205506', '1313410128711247', '361815557527661', '1382516551783227']",0,[],1
172177269650835_720988928102997,Md Manjur Alam,965986613533483,আজ ২৩ জুন ১৭ খ্রিঃ তারিখে আন্তর্জাতিক পাবলিক সার্ভিস দিবস-১৭ পালিত। দিবসটি উপলক্ষ্যে জেলা প্রশাসক মহোদয়ের নেতৃত্বে একটি বর্নাঢ্য র‌্যালী ও র‌্যালী উত্তর আলোচনা সভার আয়োজন করা হয়। জেলা প্রশাসন কুড়িগ্রামের উদ্যোগে আলোচনা সভায় নাগেশ্বরী উপজেলা যুব উন্নয়ন কর্মকর্তার সেবা ভোগান্তী কমানোর লক্ষ্যে বাস্তবায়িত উদ্ভাবনী আইডিয়া সমূহ উপস্থাপিত হয়।,Photos from Md Manjur Alam's post,photo,https://www.facebook.com/photo.php?fbid=1094308394034637&set=gm.720988928102997&type=3,2017-06-23 11:23:11,13,"['1800441630194742', '965986613533483', '286511621823202', '1679092278787020', '731453383704615', '1057630557679945', '804631063050961', '1382516551783227', '1844562489094892', '653357868170027', '1909132992684754', '1112008625566449', '1881348185449594']",0,[],0
172177269650835_715465261988697,Khairul Islam,1219145218182276,"জনবান্ধব সমাজসেবা অধিদপ্তরের জনক এবার ফেসবুক মেসেঞ্জারের মাধ্যমে প্রাপ্ত আবেদনের ভিত্তিতে প্রতিবন্ধী তরিকুলকে মাত্র ১২ ঘণ্টার ব্যবধানে প্রতিবন্ধী ভাতার বই প্রদান করলেন

বর্তমান সরকারের 'ভিশন- ২০২১' বাস্তবায়নের অন্যতম অঙ্গীকার হচ্ছে সরকারি সেবাখাতে ডিজিটাইজেশন। এ লক্ষ্যে মহাপরিচালক, সমাজসেবা অধিদপ্তর শ্রদ্ধেয় Gazi Kabir মহোদয় নিরলস কাজ করে যাচ্ছেন। সমাজসেবা অধিদপ্তরের সেবাগুলি সহজীকরন এবং ভোগান্তি ও দুর্ভোগ লাঘবকল্পে একটি স্বচ্ছ ও জবাবদিহিতামূলক অধিদপ্তর প্রতিষ্ঠায় তিনি অনেকগুলো ইতিবাচক উদ্ভাবনী উদ্যোগ গ্রহণ করেছেন। 

আমি দৃঢ়ভাবে বিশ্বাস করি তাঁর গৃহীত উদ্যোগগুলো সমাজসেবা অধিদপ্তরকে মানসম্মত পর্যায়ে উন্নীত করতে সহায়তা করবে।

সমাজসেবা অধিদপ্তরের সেবাগুলো দ্রুত তৃণমূল মানুষের দোরগোড়ায় পৌঁছানোর লক্ষ্যে তিনি অনেক আগে থেকেই সোশ্যাল মিডিয়া তথা ফেসবুককে মাধ্যম হিসেবে বেছে নিয়েছেন। অতি স্বল্প সময়ের ব্যবধানে তিনি অসংখ্য কালজয়ী দৃষ্টান্তের অবতারণা করেছেন। তিনি  ইতিবাচক মানসিকতা দ্বারা প্রভাবান্বিত হয়ে তিনি সোশ্যাল মিডিয়ার মাধ্যমে তৃণমূল মানুষের হৃদয় জয় করতে সমর্থ হয়েছেন।

মহাপরিচালক মহোদয়ের দক্ষ, গতিশীল ও ক্যারিশমেটিক নেতৃত্বের কারণে  ইতোপূর্বে আমি তাঁকে পরিবর্তন ও অগ্রযাত্রার মহানায়ক হিসেবে অভিহিত করেছি।  শ্রদ্ধেয় Md Atiqur Rahman মহোদয় তাঁর একটি গবেষণামূলক লেখায় মহাপরিচালক মহোদয়কে ইডিজি EDG বলে আখ্যায়িত করেছেন। 

শুধু ফেসবুকে প্রাপ্ত পোস্টের ভিত্তিতেই নয় তিনি ফেসবুক মেসেঞ্জারের মাধ্যমেও সমস্যার  তাৎক্ষণিক সমাধান দিচ্ছেন। আমার আজকের লেখাটা সেই প্রমাণই বহন করে।

ঝিনাইদহ জেলার শৈলকুপা উপজেলার অন্তর্গত উত্তর মির্জাপুর গ্রামের মো. তরিকুল ইসলাম একজন শারীরিক প্রতিবন্ধী। তিনি প্রতিবন্ধী ভাতার বইয়ের জন্য স্থানীয় জনপ্রতিনিধিদের দ্বারে দ্বারে ঘুরে নিরাশ হয়েছেন। বিষয়টি আমি মহাপরিচালক, সমাজসেবা অধিদপ্তর মহোদয়কে ফেসবুক মেসেঞ্জারের মাধ্যমে অবগত করি। তিনি তাৎক্ষণিকভাবে ডিডি, সমাজসেবা কার্যালয়, ঝিনাইদহ মহোদয়কে দ্রুত প্রয়োজনীয় ব্যবস্থা গ্রহণের জন্য সদয় নির্দেশনা প্রদান করেন।  মহাপরিচালক মহোদয়ের নির্দেশনাপ্রাপ্ত হয়ে গত ৭ মে ২০১৭ খ্রি.  তারিখে ডিডি, সমাজসেবা কার্যালয়, ঝিনাইদহ ও উপজেলা সমাজসেবা কর্মকর্তা, শৈলকুপা এবং স্থানীয় জনপ্রতিনিধির উপস্থিতিতে মাত্র ১২ ঘণ্টার ব্যবধানে তরিকুল ইসলামের হাতে প্রতিবন্ধী ভাতার বই তুলে দেওয়া হয়। 

উল্লেখ্য যে, মহাপরিচালক মহোদয় প্রতিনিয়ত এরূপ তাৎক্ষণিক সমাধান দিচ্ছেন যা দেশে ও দেশের বাইরে ব্যাপকভাবে প্রশংসিত হচ্ছে।",Photos from Khairul Islam's post,photo,https://www.facebook.com/photo.php?fbid=1390294411067355&set=gm.715465261988697&type=3,2017-06-20 12:11:39,33,"['1821221738192286', '286511621823202', '10213551584453148', '1433452740067114', '1372256986179029', '1183754858344696', '1382516551783227', '233675510487247', '2165227060368656', '119550008671666', '1370122199692032', '1712577205722322', '1883122125280352', '10211906507477751', '855815997904750', '242299532948150', '1840743642881984', '1384353408315913', '1734056370231691', '1918892158348770', '333282170398591', '119965548629100', '1768415670041755', '440591289662128', '1428066010614715', '1219145218182276', '1394064143961126', '349894858773345', '1859586234364626', '276085529534654', '1943190185953085', '1340469556003781', '10213892193925556']",1,['1219145218182276'],0
172177269650835_720196898182200,Sirazul Khan,1295197500501572,"Signing ceremony of Annual Performance Agreement (APA) between the ministry and the directorates took place on 20 June 2017 at the Conference room of MOHFW . Hon'ble State Minister for Health Mr. Zahid Malequ MP graced the occasion as Chief Guest. With this agreement the implementing agencies of the ministry bound themselves to perform and achieve predetermined targets within given time i.e within fiscal year 2017-2018. The main objective of APA is to bring transparency and accountability in public administration and thereby ensuring good governance in the country .The field offices signed similar agreements with the directorates. In turn the ministry will sign the APA with the Cabinet Division on July 6, 2017 in presence of the Hon'ble Prime Minister.",Photos from Sirazul Khan's post,photo,https://www.facebook.com/photo.php?fbid=1487684521252868&set=gm.720196898182200&type=3,2017-06-21 12:55:15,93,"['286511621823202', '1514324381923550', '1294928797224655', '1783308768363620', '1833743523576109', '10213603885194599', '1281585601988235', '2340540876171998', '1737107259651935', '1219145218182276', '1525886044110374', '10212069973168889', '1844830459135365', '1820411398214849', '1482610918445631', '1382516551783227', '1393580934070982', '10202877196206247', '1279812998756445', '150910338806365', '142829839634487', '1340469556003781', '1405178912861513', '10209960293796189', '1873892089604566', '254350468386749', '1408901935859234', '10154628786704792', '1119176094882872', '1369886869689176', '1859586234364626', '1330650080343321', '1773498792664609', '662447857288016', '490128091326663', '1823668347948333', '1849087058666931', '10206396811953971', '1503718763025243', '1988343788117381', '10213892193925556', '1803367116583227', '1311898522163603', '1559419690786743', '855815997904750', '1899198276772343', '10155355024910196', '1940280452857595', '10212119170126555', '1248573481879130', '930754947060470', '1448640205160459', '1811452742500566', '1558436260846756', '1236840876454567', '1805796229676186', '10213922496433433', '119714598653240', '1656122281089257', '914862868661782', '1498831933542692', '1175930412514649', '1074207259380899', '1967630653482704', '10154420026256536', '716531541851172', '10213465683100191', '1313410128711247', '1820061554898946', '576498699406638', '10211906507477751', '1810148522598540', '1349863411728480', '10202675922297302', '1768415670041755', '437568809942372', '2037489082943478', '861926427299543', '10207492952442138', '1611631968881639', '10202873205187879', '1767555810237014', '1372256986179029', '933039403503623', '10214113594534372', '1801423646797972', '1507737325920317', '10208137901599785', '10209590633138906', '1712577205722322', '1408765989200720', '1512549302099127']",6,"['933039403503623', '2037489082943478', '406755259721635', '1770750366570369', '1408901935859234', '10202877196206247']",2
172177269650835_717649648436925,Abu Baker Munna,689064111279342,"গেছিলাম কাপড় কিনতে... পছন্দ করে দাম দেওয়ার সময় দেখি দামের সাথে ১৫% ভ্যাট যোগ করেছে।
সাথে সাথে ধরলাম, এই ভ্যাট কিসের?
- এটা সরকারকে দিতে হয়।
- ঠিক আছে। আপনাদের ভ্যাট নাম্বার কত?
একটা নাম্বার দেখাল লোকটা।
এবার আমি বললাম, মুসক ১১ ফর্ম অর্থাৎ ভ্যাট চালান দেন।
সেলসম্যান অবাক।
আবার বললাম, কি হল? আমি সরকারকে ভ্যাট দিচ্ছি, আর সরকার আমাকে এর রিসিপ্ট দিবে না? যান, নীল রঙয়ের ভ্যাট চালানটি নিয়ে আসুন।
এরপর সে তাদের বসকে ডাকল। তিনি এসে,
- কি সমস্যা ভাই?
- সমস্যা তো আপনার। মুসক বিধিমালা ২০১২ অনুযায়ী আমি আপনার মাধ্যমে সরকারকে ভ্যাট দিলাম, আর আপনি আমাকে চালানের কাগজ তো দিলেন না।
- এটা তো নাই আমাদের কাছে?
- নাই মানে? তাহলে কোন আইনে আপনি আমার কাছে ভ্যাট আদায় করলেন? আপনার বিরুদ্ধে তো ব্যবস্থা নেওয়া দরকার।
লোকটি চুপ। পরে ১৫% ভ্যাট ছাড়াই কাপড় দিল।
শুধু এটি নয় হাজার হাজার শপ, রেস্টুরেন্ট, হোটেল ইত্যাদি এভাবে ভ্যাটের নামে অর্থ আত্মসাৎ করছে। আর সরকারের হাজার হাজার কোটি টাকা নিজেদের পকেটে ঢুকাচ্ছে।
নিয়ম হল, যখনি কেউ আপনার বিলে ভ্যাট হিসেবে টাকা কেটে নিবে, সাথে সাথে সে আপনাকে একটি চালানের সরকারি কাগজ (নীল রঙয়ের) দিয়ে দিব। আপনি যে সরকারকে ভ্যাট দিলেন, আর সরকার যে বুঝিয়ে পেল সেটার প্রমাণ এটি। ভ্যাট নিবন্ধিত প্রত্যেক দোকান বা রেস্টুরেন্টে এই সরকারি কাগজ থাকে।
অনেক সময় শুধু প্রিন্ট করা বিল আমাদের দেয় যেখানে ভ্যাটের টাকার পরিমাণও উল্লেখ থাকে... কিন্তু এটি ভ্যাটের সরকারি কাগজ নয়। নীল রঙয়ের চালান কাগজটিই হল ভ্যাটের কাগজ।
কেউ যদি প্রিন্টেড বিলে ভ্যাট নিয়ে আলাদাভাবে এই চালান কাগজ না দেয়, তাহলে বুঝবেন সেই টাকা সেই প্রতিষ্ঠান নিজের পকেটে ঢুকালো, অথচ আপনি সরকারকে ঠিকই ভ্যাট দিলেন। খাবার রেস্টুরেন্টগুলোতে এই দুই নম্বরি কাজগুলো বেশি করে।
আবার অনেক প্রতিষ্ঠানের ভ্যাট রেজিস্ট্রেশন নাম্বারই নেই, তারাও অযথা ভ্যাটের নামে টাকা আদায় করে।
কেউ চালান কাগজ দিতে অস্বীকার করলে, তাকে আইনের কথা উল্লেখ করে আর ভ্যাট দিবেন না। বেশি তেড়িবেড়ি করলে এনবিআরে সরাসরি ফোন (16555) দিয়ে অভিযোগ করবেন।
আমরা কষ্টের ইনকামের টাকা থেকে প্রতিনিয়ত সরকারকে ভ্যাট দিচ্ছি কিন্তু সে টাকা সরকার পর্যন্ত যাচ্ছেই না, কারণ বেশিরভাগ লোকই এটা জানে না...আর এই সুযোগে এসব দুষ্ট লোকগুলো সরকারের হাজার হাজার কোটি টাকা মেরে দিচ্ছে চোখের সামনে।
-সংগৃহীত",,status,,2017-06-16 09:31:48,162,"['286511621823202', '406755259721635', '1847129798937084', '1138367386299475', '1993249454244212', '1183754858344696', '1707664246209745', '157796148092796', '262346480901495', '794508860728223', '1321511197900120', '1282435271831404', '10210266639211415', '783807885110872', '10209774288026894', '1803409766598774', '1963089673975010', '1382516551783227', '189114141625296', '1559246590794633', '1859586234364626', '338978536540217', '1716513458376015', '1875286049384207', '1432903266739696', '1747499731946403', '721223034716380', '10212160234594148', '10212020014233874', '1223504061075106', '300252473735573', '10211599493977120', '1044418269026799', '695314397320625', '10154978826193002', '10154763577801727', '780780352077818', '1790964447586883', '874725552675053', '10211697540061938', '10154611421100824', '10213882900206619', '1268991049897141', '1904368909782789', '10203296677453753', '1378851142228373', '1226600367388303', '1844830459135365', '1191933684235999', '1112008625566449', '795543760615401', '1911049509136713', '914862868661782', '1388703157833949', '10209943845537714', '967283913371910', '1211324425584162', '1573428122684002', '330969554023988', '723300674523667', '861959307240884', '1629782247046209', '757224647818395', '1310321032426739', '684192168441142', '1428383070531988', '857800304370471', '1849087058666931', '1894671907450541', '451400991912265', '1377250722396130', '10211106793246876', '322787634838263', '1346667262018725', '10207227387323037', '1939145429707085', '10159899474470206', '1971885936432032', '1676581645708562', '1284255281617536', '10212601251319793', '327143877727576', '10213415209396717', '1240029322699599', '1404831279601826', '730572937142681', '10209777016087045', '1617014708342833', '1527494813980209', '753121338169181', '1358742094240485', '10154382130906415', '1948090125447690', '1463246120399771', '1643100335732259', '10207795747370103', '10212385509624425', '1948418178774075', '1853011261405518', '1444861645600799', '1219145218182276', '10207648443034702', '1978776862409156', '1601032669921253', '1768415670041755', '333586783743801', '1888767284783403', '1372214712811260', '1095956520537140', '1720466748256486', '1150634725082368', '1972777979673641', '2337219806503047', '1260394047364793', '1497167850334943', '1971887549724214', '2021167647953549', '1142340862539800', '1149583585185488', '834916066663947', '1891938121058204', '1192778727436323', '1368334583198621', '1195218277227656', '1789522241315204', '1241388905988988', '1317113125007447', '1100674646699080', '2028995203996568', '1842900562393441', '1065766470219663', '1393714947350036', '1207134892725895', '1603305663014116', '685754434926361', '1571958346208267', '1276683529109262', '1965455517070267', '10210095239153588', '1899941173601411', '917983135006080', '10214071282401150', '10211951396893387', '1278141085577190', '568989039961008', '1117020091732461', '10213892193925556', '1871069879771221', '1749531968408406', '579903782195156', '1248573481879130', '1830619126955203', '596535040734666', '10210334784538941', '838696559628333', '1387681277951784', '1885539601658318', '1819345214761780', '1388642524518909', '1579822295413682', '689064111279342']",19,"['689064111279342', '1227407143992859', '1227407143992859', '455001281506197', '10155808221054384', '1899941173601411', '1065766470219663', '1236150166451485', '1629782247046209', '1971887549724214', '1405052159505467', '1337713582947066', '1971887549724214', '10211106793246876', '1473410002688928', '10214240594757562', '689064111279342']",46
172177269650835_714687615399795,Abul Bashar Siddique,1354784011233597,"সরকারি চাকুরিতে নিয়োগের পূর্বে প্রার্থীর পূর্ব পরিচয় ও শিক্ষাগত যোগ্যতা সম্পর্কে যাচাই করে প্রতিবেদন দেয়ার জন্য সরকারি প্রতিষ্ঠান কর্তৃক পুলিশ ভেরিফিকেশন করা হয়। কিন্ত অধিকাংশ তদন্ত প্রতিবেদনে  শিক্ষাগত যোগ্যতা সম্পর্কে মন্তব্য করা হয়, ""প্রার্থীর ----, -----,----- শিক্ষা প্রতিষ্ঠান অত্র থানার আওতায় না হওয়ায় , তা যাচাই করা সম্ভব হলো না।"" এমন ক্ষেত্রে কোন কোন দায়িত্বশীল পুলিশ সংশ্লিষ্ট থানা (শিক্ষা প্রতিষ্টানসমূহ যে থানায় অবস্থিত) কর্তৃক যাচাইয়ের জন্য মন্তব্য করেন। অর্থাৎ তাঁরা শিক্ষাগত যোগ্যতা সম্পর্কে কখনো কখনো নিশ্চিতরুপে তথ্য প্রদান করতে পারেন না।অনেক সময় তাঁরা প্রার্থীর শিক্ষা প্রতিষ্ঠানে সরেজমিনে যাচাইও করে না। প্রার্থীর পূর্ব পরিচয় এবং শিক্ষাগত যোগ্যতা উভয় সম্পর্কে পুলিশ প্রতিবেদনে মতামত চাওয়া হলেও অধিকাংশ ক্ষেত্রে দেখা যায়, শিক্ষাগত যোগ্যতা সম্পর্কিত তথ্য না থাকা সত্ত্বেও শুধুমাত্র পূর্বপরিচয় সংক্রান্ত রিপোর্টের ভিত্তিতেই নিয়োগ দেয়া হচ্ছে।  

এছাড়া পুলিশি তদন্তকালে প্রার্থীর আত্মীয় স্বজনের কাছ থেকে তদন্তকারী পুলিশ কর্তৃক আর্থিক সুবিধা গ্রহণের কথা প্রায়শই শোনা যায়। এটি এখন এমনভাবে প্রচলিত হয়ে গেছে যেন এটিই নিয়ম।

শিক্ষাগত যোগ্যতা সম্পর্কে অনিশ্চিত/গাছাড়া রকমের প্রতিবেদন এবং পুলিশি হয়রানি উভয় থেকে উত্তরণের জন্য প্রার্থীর শিক্ষা প্রতিষ্ঠান/শিক্ষা বোর্ড হতে সরাসরি তাঁদের শিক্ষাগত যোগ্যতা সম্পর্কে প্রতিবেদন গ্রহণ করা যায়। এতে করে শিক্ষাগত রিপোর্ট যেমন এ্যাকিউরেট হবে তেমনি জনগনের ভোগান্তিও(পুলিশকে অর্থ দেয়া থেকে) কমবে আবার পুলিশকেও তাঁর মূল কাজে অধিকমাত্রায় নিয়োজিত করা যাবে।",,status,,2017-06-20 12:16:20,28,"['286511621823202', '150910338806365', '464152913939753', '307761869689206', '1708861002752077', '861926427299543', '1374891729213325', '10210288429300934', '242299532948150', '1768415670041755', '1597113106996763', '1334868116579271', '10210153528348398', '10210560330232166', '125539688063422', '1009990615807312', '1894563190795250', '1355177897846049', '142829839634487', '1248892081887126', '10209922359230784', '1470649462997006', '861959307240884', '349894858773345', '1508949172481688', '1730034867009968', '1216924138393352', '700112006842149']",3,"['10210288429300934', '1354784011233597', '189114141625296']",0
172177269650835_720081251527098,Abm Saifuzzaman,1833743523576109,এপিএ বাস্তবায়ন সহ বিভাগের দৈনন্দিন কার্যক্রমে অংশীজনদের সাথে মতবিনিময়ের (Stakeholder Consultation) ধারণাটি এটুআই থেকে শিখার পর প্রয়োগ করে অভূতপূর্ব সাফল্য পাওয়া যায়। এজন্য এটুআই কে আন্তরিক ধন্যবাদ,,status,,2017-06-21 11:00:06,8,"['286511621823202', '861926427299543', '10211619978005190', '933954940069231', '855815997904750', '1852019498415751', '10211906507477751', '1311898522163603']",1,['1326764414052496'],0
172177269650835_715253475343209,Sadhan Sarker,1326764414052496,,,status,,2017-06-21 11:10:38,9,"['286511621823202', '120507388572382', '1296997737064927', '305624413219968', '1833743523576109', '1414051061976277', '1321511197900120', '10211906507477751', '1400773200012073']",1,['1296997737064927'],2
172177269650835_720214668180423,কিশোরগঞ্জ সদর উপজেলা প্রশাসন,480360375638475,,,status,,2017-06-21 21:03:10,4,"['286511621823202', '731453383704615', '1128254540624449', '428106620898003']",0,[],0
172177269650835_720223621512861,Nasrullah Nanguli,1461536820571326,"দুস্থ, অনাথ ও এতিমদের সৌজন্যে নাঙ্গুলী সালেহিয়া এতিমখানায় ইফতার প্রোগ্রাম-২০১৭ইং। কাউখালী, পিরোজপুর।",Photos from Nasrullah Nanguli's post,photo,https://www.facebook.com/photo.php?fbid=1427996867258655&set=gm.720223621512861&type=3,2017-06-21 21:02:33,15,"['286511621823202', '731453383704615', '10213551584453148', '1240831512687863', '1450433685036282', '10213892193925556', '1414905655212761', '305624413219968', '861926427299543', '10211081983339247', '242299532948150', '1800441630194742', '1128254540624449', '1394064143961126', '700112006842149']",0,[],0
172177269650835_720272281507995,Kamrul Hasan,10210107481623519,২১/০৬/২০১৭ তারিখ বিকেল ৫.০০ - ৬.৩০ টা। স্বাস্থ্য অধিদপ্তরের মাননীয় মহাপরিচালক মহোদয়ের নেতৃত্বে থ্যালাসেমিয়া বিষয়ক জাতীয় কর্মসূচী নির্ধারণের উদ্দেশ্যে সরকারী উদ্যোগের প্রথম মতবিনিময় সভা।,Photos from Kamrul Hasan's post,photo,https://www.facebook.com/photo.php?fbid=10209800617152099&set=gm.720272281507995&type=3,2017-06-21 21:02:25,16,"['286511621823202', '731453383704615', '1572672972765402', '120507388572382', '1119176094882872', '10155357398280049', '861926427299543', '10211081983339247', '342572712834226', '242299532948150', '1795864190705489', '1394064143961126', '1940280452857595', '10210289342663030', '1077002219102250', '700112006842149']",0,[],0
172177269650835_720332924835264,Mondip Gharai,1173539829381463,,,status,,2017-06-21 21:02:10,8,"['286511621823202', '731453383704615', '837435936430467', '2049842971707762', '861926427299543', '1128254540624449', '1173539829381463', '1394064143961126']",0,[],0
172177269650835_715242515344305,Md Selim,1764045883625031,"ঠাকুরগাঁও বেতার আয়োজিত শ্রোতা সম্মেলন গত ২৬ মে, ২০১৭ শুক্রবার ঠাকুরগাঁও বড়মাঠে অনুষ্ঠিত হয়। বেতার অনুষ্ঠানের সাথে শ্রোতাদের সম্পৃক্তকরণ এবং বেতারকে শ্রোতাদের দোরগোড়ায় নিয়ে যাওয়ার উদ্দেশ্যে এই অনুষ্ঠানের আয়োজন করা হয়। ঝড়বৃষ্টির মধ্যেও 477টি ক্লাবের প্রায় ৩,৮১৮ জন শ্রোতাক্লাবের শ্রোতা উপস্থিত থেকে অনুষ্ঠানটি উপভোগ করেন",,photo,https://www.facebook.com/photo.php?fbid=1713657461997207&set=gm.715242515344305&type=3,2017-06-21 11:10:54,20,"['286511621823202', '731453383704615', '10214055039594200', '738650032952614', '10213321946820779', '1978445985514851', '1320893601296336', '10212357680284376', '1965407220362271', '204910863362818', '1768415670041755', '10210093727128290', '1611631968881639', '1912717902312563', '1838300783152919', '965986613533483', '1321511197900120', '10211935405124503', '10211906507477751', '1400773200012073']",1,['1035401633252730'],0
